ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 80C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 80C,,
1.789035,2991.063053,2093.744137,,1.857787,3139.834004,3767.800804,,1.854776,2535.717857,4183.934464,,1.854776,2015.593259,4635.864496,,1.854776,1526.762682,5038.316852,,1.854776,873.4787071,4367.393536,,,,,,1.860798,685.3500282,2741.400113,,1.857787,627.0384199,1567.59605,,1.854776,637.4608205,1912.382462,,1.854776,623.1761665,2181.116583,,1.854776,599.616829,2398.467316,,1.791944,8626.932137,1725.386427,,1.857787,1185.617487,1778.426231,,1.848754,1215.804542,2431.609085,,1.848754,1114.535801,2786.339502,,1.854776,3609.214,5413.821,,1.848754,1215.236242,4253.326846,,1.815216,2881.452476,5186.614456,,,,,,,,,,,,,,,,,,,,,,1.791944,5054.61484,2021.845936,,1.815598,1299.438919,7796.633516,,1.815598,1358.087541,9506.612785,,1.815598,1335.09108,11348.27418,,1.815598,1369.878725,15068.66597,,1.815598,1387.209052,19420.92673,,1.794853,1825.158027,2737.73704,,1.827426,1198.575395,9588.603157,,1.827426,1230.450448,11074.05403,,1.815598,1248.926298,12489.26298,,1.821512,1246.87156,13715.58716,,1.821512,1270.262198,15243.14637,,1.844306,8694.864418,2608.459325,,1.842211,1287.617188,4506.660157,,1.815598,1362.118133,6810.590664,,1.821512,1358.971349,9512.799445,,1.836297,1330.659368,11975.93431,,1.815598,1385.460649,18010.98843,,,,,,,,,,,,,,,,,,,,,,,,
1.791944,2989.81339,2092.869373,,1.860798,3152.153277,3782.583932,,1.857787,2533.248396,4179.859854,,1.857787,1990.657872,4578.513105,,1.857787,1533.355989,5060.074764,,1.857787,810.9855741,4054.927871,,,,,,1.863809,683.0891663,2732.356665,,1.860798,646.7522762,1616.880691,,1.857787,623.9906181,1871.971854,,1.857787,607.7196889,2127.018911,,1.857787,583.7524087,2335.009635,,1.794853,8660.342607,1732.068521,,1.860798,1168.578708,1752.868062,,1.851765,1209.817196,2419.634393,,1.851765,1133.365139,2833.412848,,1.857787,3660.849295,5491.273943,,1.851765,1214.482083,4250.687291,,1.818125,2944.349474,5299.829053,,,,,,,,,,,,,,,,,,,,,,1.794853,4944.908197,1977.963279,,1.818555,1291.232159,7747.392955,,1.818555,1334.733756,9343.13629,,1.818555,1357.452773,11538.34857,,1.818555,1370.34757,15073.82327,,1.818555,1377.630115,19286.82161,,1.797762,1805.862751,2708.794126,,1.830383,1203.404589,9627.236709,,1.830383,1224.99873,11024.98857,,1.818555,1252.423828,12524.23828,,1.824469,1241.175828,13652.93411,,1.824469,1255.269347,15063.23216,,1.847215,8630.024866,2589.00746,,1.845168,1321.105295,4623.868531,,1.818555,1355.512649,6777.563246,,1.824469,1323.653949,9265.577646,,1.839254,1350.041707,12150.37536,,1.818555,1394.274714,18125.57128,,,,,,,,,,,,,,,,,,,,,,,,
1.794853,2960.893369,2072.625359,,1.863809,3143.742264,3772.490717,,1.860798,2542.089166,4194.447124,,1.860798,1990.334479,4577.769302,,1.860798,1531.469847,5053.850494,,1.860798,819.2481185,4096.240592,,,,,,1.86682,682.9941691,2731.976676,,1.863809,643.1363646,1607.840912,,1.860798,634.9491306,1904.847392,,1.860798,613.3987936,2146.895777,,1.860798,580.4327889,2321.731156,,1.797762,8690.017124,1738.003425,,1.863809,1189.580882,1784.371323,,1.854776,1202.513402,2405.026805,,1.854776,1121.587155,2803.967888,,1.860798,3684.518392,5526.777588,,1.854776,1220.074552,4270.260931,,1.821034,2985.901837,5374.623307,,,,,,,,,,,,,,,,,,,,,,1.797762,5043.734936,2017.493974,,1.821512,1288.844024,7733.064145,,1.821512,1331.243405,9318.703832,,1.821512,1368.051613,11628.43871,,1.821512,1364.506255,15009.56881,,1.821512,1368.857891,19164.01047,,1.800671,1813.726383,2720.589575,,1.83334,1196.013895,9568.111163,,1.83334,1210.072621,10890.65359,,1.821512,1240.234024,12402.34024,,1.827426,1239.305567,13632.36123,,1.827426,1256.286928,15075.44313,,1.850124,8484.903998,2545.471199,,1.848125,1310.711784,4587.491245,,1.821512,1351.539224,6757.696122,,1.827426,1331.854139,9322.978973,,1.842211,1338.526388,12046.73749,,1.821512,1403.649197,18247.43956,,,,,,,,,,,,,,,,,,,,,,,,
1.797762,2914.40085,2040.080595,,1.86682,3153.511694,3784.214033,,1.863809,2533.925572,4180.977194,,1.863809,1974.245487,4540.764621,,1.863809,1530.172488,5049.56921,,1.863809,802.9772758,4014.886379,,,,,,1.869831,689.9548916,2759.819566,,1.86682,661.0685801,1652.67145,,1.863809,625.0803476,1875.241043,,1.863809,613.1630579,2146.070703,,1.863809,578.1692977,2312.677191,,1.800671,8651.947952,1730.38959,,1.86682,1172.402318,1758.603477,,1.857787,1225.848362,2451.696725,,1.857787,1136.223068,2840.557671,,1.863809,3659.388625,5489.082938,,1.857787,1193.807763,4178.327171,,1.823943,2977.492961,5359.48733,,,,,,,,,,,,,,,,,,,,,,1.800671,4963.755475,1985.50219,,1.824469,1286.983746,7721.902477,,1.824469,1327.78671,9294.506967,,1.824469,1338.215441,11374.83125,,1.824469,1349.571308,14845.28439,,1.824469,1359.512827,19033.17958,,1.80358,1831.403602,2747.105402,,1.836297,1207.413975,9659.311801,,1.836297,1216.301391,10946.71252,,1.824469,1262.236068,12622.36068,,1.830383,1235.437988,13589.81787,,1.830383,1263.431823,15161.18188,,1.853033,8566.969515,2570.090855,,1.851082,1301.071632,4553.750713,,1.824469,1333.160037,6665.800185,,1.830383,1338.22747,9367.592292,,1.845168,1341.17731,12070.59579,,1.824469,1404.164011,18254.13214,,,,,,,,,,,,,,,,,,,,,,,,
1.800671,2920.399716,2044.279801,,1.869831,3138.702579,3766.443095,,1.86682,2536.423032,4185.098003,,1.86682,1994.004591,4586.210558,,1.86682,1546.338942,5102.918508,,1.86682,840.7054846,4203.527423,,,,,,1.872842,684.8175732,2739.270293,,1.869831,656.5689724,1641.422431,,1.86682,649.4138528,1948.241558,,1.86682,632.6866592,2214.403307,,1.86682,600.6001038,2402.400415,,1.80358,8597.018488,1719.403698,,1.869831,1175.225158,1762.837737,,1.860798,1192.222892,2384.445785,,1.860798,1129.509981,2823.774953,,1.86682,3632.89304,5449.33956,,1.860798,1202.042214,4207.147749,,1.826852,2962.25418,5332.057523,,,,,,,,,,,,,,,,,,,,,,1.80358,5030.893663,2012.357465,,1.827426,1293.681198,7762.087191,,1.827426,1334.621216,9342.348509,,1.827426,1320.050973,11220.43327,,1.827426,1357.648039,14934.12843,,1.827426,1373.854776,19233.96687,,1.806489,1826.884723,2740.327084,,1.839254,1190.657524,9525.260191,,1.839254,1221.189024,10990.70122,,1.827426,1237.349157,12373.49157,,1.83334,1229.999299,13529.99229,,1.83334,1246.633416,14959.60099,,1.855942,8785.5479,2635.66437,,1.854039,1286.346426,4502.212491,,1.827426,1337.025041,6685.125203,,1.83334,1354.982226,9484.875583,,1.848125,1348.228442,12134.05598,,1.827426,1366.659051,17766.56767,,,,,,,,,,,,,,,,,,,,,,,,
1.80358,2980.348124,2086.243687,,1.872842,3134.94317,3761.931804,,1.869831,2513.73793,4147.667585,,1.869831,1952.775519,4491.383693,,1.869831,1538.977945,5078.627218,,1.869831,836.3412295,4181.706148,,,,,,1.875853,693.3210496,2773.284198,,1.872842,652.4053039,1631.01326,,1.869831,632.1374729,1896.412419,,1.869831,618.9259961,2166.240986,,1.869831,590.4203675,2361.68147,,1.806489,8400.126261,1680.025252,,1.872842,1161.254635,1741.881952,,1.863809,1196.145123,2392.290245,,1.863809,1149.013139,2872.532848,,1.869831,3568.790375,5353.185563,,1.863809,1211.249592,4239.373572,,1.829761,2964.406995,5335.932592,,,,,,,,,,,,,,,,,,,,,,1.806489,4996.100671,1998.440269,,1.830383,1280.254057,7681.52434,,1.830383,1301.363748,9109.546236,,1.830383,1327.121216,11280.53033,,1.830383,1348.557997,14834.13797,,1.830383,1362.736853,19078.31594,,1.809398,1792.245481,2688.368222,,1.842211,1176.131689,9409.053513,,1.842211,1206.9145,10862.2305,,1.830383,1236.116174,12361.16174,,1.836297,1228.911334,13518.02467,,1.836297,1244.042621,14928.51145,,1.858851,8754.359333,2626.3078,,1.856996,1275.73175,4465.061127,,1.830383,1330.034385,6650.171925,,1.836297,1344.613783,9412.29648,,1.851082,1352.972188,12176.74969,,1.830383,1364.615146,17739.99689,,,,,,,,,,,,,,,,,,,,,,,,
1.806489,2891.507531,2024.055272,,1.875853,3135.782054,3762.938465,,1.872842,2488.285535,4105.671132,,1.872842,1945.003523,4473.508104,,1.872842,1511.382059,4987.560795,,1.872842,820.7322428,4103.661214,,,,,,1.878864,693.262452,2773.049808,,1.875853,672.0429227,1680.107307,,1.872842,612.9138833,1838.74165,,1.872842,613.6684951,2147.839733,,1.872842,570.5538875,2282.21555,,1.809398,8455.268947,1691.053789,,1.875853,1157.974658,1736.961987,,1.86682,1212.008332,2424.016665,,1.86682,1137.805798,2844.514494,,1.872842,3535.949585,5303.924378,,1.86682,1227.345887,4295.710603,,1.83267,2913.407295,5244.133132,,,,,,,,,,,,,,,,,,,,,,1.809398,4924.68947,1969.875788,,1.83334,1281.210535,7687.263212,,1.83334,1318.469169,9229.284185,,1.83334,1332.005712,11322.04855,,1.83334,1360.421736,14964.6391,,1.83334,1363.366458,19087.13041,,1.812307,1775.698103,2663.547155,,1.845168,1181.145818,9449.166547,,1.845168,1225.724056,11031.51651,,1.83334,1239.436221,12394.36221,,1.839254,1239.173702,13630.91073,,1.839254,1239.126122,14869.51346,,1.86176,8653.660398,2596.09812,,1.859953,1274.134347,4459.470215,,1.83334,1318.996759,6594.983793,,1.839254,1317.597334,9223.181339,,1.854039,1326.835163,11941.51647,,1.83334,1334.169128,17344.19867,,,,,,,,,,,,,,,,,,,,,,,,
1.809398,2869.70209,2008.791463,,1.878864,3115.980102,3739.176122,,1.875853,2486.261248,4102.33106,,1.875853,1947.466029,4479.171866,,1.875853,1505.925476,4969.55407,,1.875853,833.0936654,4165.468327,,,,,,1.881875,667.3926455,2669.570582,,1.878864,641.3449227,1603.362307,,1.875853,616.2621593,1848.786478,,1.875853,621.4364652,2175.027628,,1.875853,581.7691252,2327.076501,,1.812307,8563.029493,1712.605899,,1.878864,1131.716411,1697.574616,,1.869831,1204.595318,2409.190637,,1.869831,1128.93826,2822.345651,,1.875853,3562.370659,5343.555989,,1.869831,1217.143955,4260.003841,,1.835579,2915.017635,5247.031743,,,,,,,,,,,,,,,,,,,,,,1.812307,4863.025236,1945.210094,,1.836297,1284.585644,7707.513863,,1.836297,1299.958251,9099.70776,,1.836297,1311.698126,11149.43407,,1.836297,1349.357528,14842.93281,,1.836297,1375.671267,19259.39774,,1.815216,1766.179985,2649.269978,,1.848125,1187.299874,9498.398989,,1.848125,1221.728113,10995.55302,,1.836297,1237.804462,12378.04462,,1.842211,1218.699847,13405.69832,,1.842211,1244.438221,14933.25866,,1.864669,8534.921231,2560.476369,,1.86291,1261.91718,4416.71013,,1.836297,1335.888411,6679.442053,,1.842211,1301.084346,9107.590422,,1.856996,1356.551988,12208.96789,,1.836297,1339.321798,17411.18337,,,,,,,,,,,,,,,,,,,,,,,,
1.812307,2928.99347,2050.295429,,1.881875,3096.14218,3715.370616,,1.878864,2510.849501,4142.901677,,1.878864,1973.291912,4538.571398,,1.878864,1499.451666,4948.190498,,1.878864,830.2850188,4151.425094,,,,,,1.884886,660.6213808,2642.485523,,1.881875,605.2075525,1513.018881,,1.878864,620.5856808,1861.757042,,1.878864,601.9815102,2106.935286,,1.878864,581.8501242,2327.400497,,1.815216,8632.676761,1726.535352,,1.881875,1176.45385,1764.680775,,1.872842,1196.18382,2392.367639,,1.872842,1114.605502,2786.513754,,1.878864,3607.93292,5411.899381,,1.872842,1197.672275,4191.852961,,1.838488,2884.605575,5192.290035,,,,,,,,,,,,,,,,,,,,,,1.815216,4794.618428,1917.847371,,1.839254,1270.776183,7624.657096,,1.839254,1292.808936,9049.662555,,1.839254,1331.203494,11315.2297,,1.839254,1344.544471,14789.98918,,1.839254,1367.859432,19150.03205,,1.818125,1794.953607,2692.430411,,1.851082,1178.0787,9424.6296,,1.851082,1212.279944,10910.51949,,1.839254,1224.530731,12245.30731,,1.845168,1237.719533,13614.91487,,1.845168,1244.543679,14934.52415,,1.867578,8481.986831,2544.596049,,1.865867,1264.46555,4425.629424,,1.839254,1336.355484,6681.77742,,1.845168,1327.712354,9293.986475,,1.859953,1330.617851,11975.56066,,1.839254,1353.001947,17589.02531,,,,,,,,,,,,,,,,,,,,,,,,
1.815216,2874.858918,2012.401242,,1.884886,3096.60709,3715.928508,,1.881875,2462.591762,4063.276407,,1.881875,1910.247042,4393.568197,,1.881875,1504.484223,4964.797937,,1.881875,816.1017656,4080.508828,,,,,,1.887897,671.0363503,2684.145401,,1.884886,625.6425193,1564.106298,,1.881875,593.6200767,1780.86023,,1.881875,578.4266636,2024.493322,,1.881875,540.9151186,2163.660474,,1.818125,8530.214597,1706.042919,,1.884886,1187.150274,1780.725411,,1.875853,1207.408611,2414.817223,,1.875853,1131.736949,2829.342372,,1.881875,3598.427131,5397.640696,,1.875853,1188.910499,4161.186746,,1.841397,2843.142572,5117.656629,,,,,,,,,,,,,,,,,,,,,,1.818125,4953.73442,1981.493768,,1.842211,1279.106494,7674.638963,,1.842211,1311.581712,9181.071981,,1.842211,1329.812414,11303.40552,,1.842211,1350.34002,14853.74022,,1.842211,1371.876579,19206.2721,,1.821034,1777.345814,2666.018722,,1.854039,1174.241759,9393.934073,,1.854039,1180.595403,10625.35863,,1.842211,1222.523342,12225.23342,,1.848125,1230.755091,13538.30601,,1.848125,1232.225796,14786.70956,,1.870487,8509.734464,2552.920339,,1.868824,1260.141964,4410.496875,,1.842211,1323.221257,6616.106284,,1.848125,1316.735891,9217.151235,,1.86291,1314.951065,11834.55958,,1.842211,1336.652036,17376.47647,,,,,,,,,,,,,,,,,,,,,,,,
1.818125,2889.632297,2022.742608,,1.887897,3080.712075,3696.85449,,1.884886,2441.503477,4028.480737,,1.884886,1923.99534,4425.189281,,1.884886,1535.150622,5065.997053,,1.884886,802.73311,4013.66555,,,,,,1.890908,646.5813904,2586.325561,,1.887897,629.6505746,1574.126436,,1.884886,599.648394,1798.945182,,1.884886,596.3898001,2087.364301,,1.884886,559.4215379,2237.686152,,1.821034,8465.459612,1693.091922,,1.887897,1174.438123,1761.657185,,1.878864,1257.841888,2515.683777,,1.878864,1126.39182,2815.97955,,1.884886,3570.635472,5355.953207,,1.878864,1186.778814,4153.725848,,1.844306,2859.31384,5146.764912,,,,,,,,,,,,,,,,,,,,,,1.821034,4987.212771,1994.885108,,1.845168,1282.128162,7692.76897,,1.845168,1332.496007,9327.472051,,1.845168,1319.375629,11214.69285,,1.845168,1336.64793,14703.12723,,1.845168,1371.186629,19196.61281,,1.823943,1782.32602,2673.489029,,1.856996,1174.488346,9395.906765,,1.856996,1194.567879,10751.11091,,1.845168,1253.033118,12530.33118,,1.851082,1229.349285,13522.84213,,1.851082,1233.154991,14797.85989,,1.873396,8506.433965,2551.93019,,1.871781,1250.566197,4376.981689,,1.845168,1339.828718,6699.143591,,1.851082,1327.158488,9290.109414,,1.865867,1298.121328,11683.09195,,1.845168,1378.817225,17924.62393,,,,,,,,,,,,,,,,,,,,,,,,
1.821034,2912.934986,2039.05449,,1.890908,3060.417167,3672.5006,,1.887897,2464.609485,4066.605651,,1.887897,1931.680146,4442.864337,,1.887897,1551.297286,5119.281045,,1.887897,830.8527224,4154.263612,,,,,,1.893919,635.3811965,2541.524786,,1.890908,610.4246685,1526.061671,,1.887897,605.2298991,1815.689697,,1.887897,610.4823503,2136.688226,,1.887897,600.086607,2400.346428,,1.823943,8807.012676,1761.402535,,1.890908,1140.920859,1711.381288,,1.881875,1180.217301,2360.434601,,1.881875,1127.459996,2818.64999,,1.887897,3521.536006,5282.304009,,1.881875,1219.345736,4267.710074,,1.847215,2901.35818,5222.444725,,,,,,,,,,,,,,,,,,,,,,1.823943,5070.241288,2028.096515,,1.848125,1278.539884,7671.239302,,1.848125,1319.923269,9239.46288,,1.848125,1299.620692,11046.77588,,1.848125,1319.77671,14517.54381,,1.848125,1350.096087,18901.34521,,1.826852,1768.38142,2652.572129,,1.859953,1181.600727,9452.805817,,1.859953,1199.766923,10797.90231,,1.848125,1238.024181,12380.24181,,1.854039,1204.403403,13248.43743,,1.854039,1228.38489,14740.61868,,1.876305,8538.211649,2561.463495,,1.874738,1251.867882,4381.537586,,1.848125,1338.278996,6691.394982,,1.854039,1321.743145,9252.202012,,1.868824,1311.032341,11799.29107,,1.848125,1394.915698,18133.90408,,,,,,,,,,,,,,,,,,,,,,,,
1.823943,2939.445263,2057.611684,,1.893919,3069.80355,3683.76426,,1.890908,2455.192564,4051.067731,,1.890908,1907.342659,4386.888116,,1.890908,1483.274034,4894.804311,,1.890908,802.8108574,4014.054287,,,,,,1.89693,655.9156661,2623.662664,,1.893919,636.7115691,1591.778923,,1.890908,615.2078491,1845.623547,,1.890908,574.5209178,2010.823212,,1.890908,561.9501633,2247.800653,,1.826852,8569.542051,1713.90841,,1.893919,1140.89771,1711.346565,,1.884886,1198.408395,2396.816791,,1.884886,1124.64679,2811.616975,,1.890908,3559.586114,5339.37917,,1.884886,1205.759627,4220.158695,,1.858851,2890.133684,5202.24063,,,,,,,,,,,,,,,,,,,,,,1.826852,4945.865769,1978.346307,,1.851082,1289.198444,7735.190667,,1.851082,1320.570494,9243.993455,,1.851082,1306.138973,11102.18127,,1.851082,1322.420816,14546.62897,,1.851082,1350.335303,18904.69424,,1.829761,1782.180736,2673.271104,,1.86291,1174.643922,9397.151378,,1.86291,1185.100028,10665.90025,,1.851082,1241.076076,12410.76076,,1.856996,1207.963701,13287.60071,,1.856996,1238.920834,14867.05,,1.879214,8531.387814,2559.416344,,1.877695,1262.701486,4419.455201,,1.851082,1311.084355,6555.421775,,1.856996,1321.759537,9252.316757,,1.871781,1292.215395,11629.93856,,1.851082,1403.766086,18248.95911,,,,,,,,,,,,,,,,,,,,,,,,
1.826852,2853.032436,1997.122705,,1.89693,3088.621447,3706.345736,,1.893919,2465.274331,4067.702647,,1.893919,1917.385357,4409.98632,,1.893919,1484.045872,4897.351379,,1.893919,801.6178853,4008.089426,,,,,,1.899941,657.449949,2629.799796,,1.89693,651.0073812,1627.518453,,1.893919,609.9210838,1829.763251,,1.893919,596.4245295,2087.485853,,1.893919,560.0572518,2240.229007,,1.829761,8579.588847,1715.917769,,1.89693,1135.339527,1703.009291,,1.887897,1203.339658,2406.679317,,1.887897,1121.681478,2804.203695,,1.893919,3570.520153,5355.78023,,1.887897,1218.805484,4265.819193,,1.86176,2843.910461,5119.03883,,,,,,,,,,,,,,,,,,,,,,1.829761,4997.507624,1999.003049,,1.854039,1253.783393,7522.700356,,1.854039,1311.960242,9183.721692,,1.854039,1308.78307,11124.65609,,1.854039,1313.044073,14443.4848,,1.854039,1345.995991,18843.94387,,1.83267,1772.318151,2658.477227,,1.865867,1184.837013,9478.696107,,1.865867,1184.304899,10658.74409,,1.854039,1224.089825,12240.89825,,1.859953,1214.747833,13362.22616,,1.859953,1233.044802,14796.53762,,1.882123,8546.98718,2564.096154,,1.880652,1276.082677,4466.289371,,1.854039,1317.590344,6587.951722,,1.859953,1317.8675,9225.072497,,1.874738,1296.456907,11668.11217,,1.854039,1340.664151,17428.63396,,,,,,,,,,,,,,,,,,,,,,,,
1.829761,2858.39242,2000.874694,,1.899941,3080.595551,3696.714661,,1.89693,2456.924327,4053.92514,,1.89693,1949.83705,4484.625216,,1.89693,1515.260274,5000.358905,,1.89693,807.029698,4035.14849,,,,,,1.902952,682.4834998,2729.933999,,1.899941,633.8672376,1584.668094,,1.89693,629.4094352,1888.228306,,1.89693,619.8768683,2169.569039,,1.89693,586.8922071,2347.568828,,1.83267,8270.245999,1654.0492,,1.899941,1140.735498,1711.103247,,1.890908,1165.319263,2330.638527,,1.890908,1106.381732,2765.95433,,1.89693,3561.457665,5342.186497,,1.890908,1198.400111,4194.400388,,1.864669,2842.648874,5116.767973,,,,,,,,,,,,,,,,,,,,,,1.83267,4969.267028,1987.706811,,1.86291,1260.021243,7560.127458,,1.856996,1263.397513,8843.782588,,1.856996,1271.890854,10811.07226,,1.856996,1295.910202,14255.01222,,1.856996,1316.677723,18433.48812,,1.835579,1755.392945,2633.089417,,1.868824,1160.245486,9281.963886,,1.868824,1193.38244,10740.44196,,1.856996,1217.156534,12171.56534,,1.86291,1223.92587,13463.18457,,1.86291,1217.492099,14609.90519,,1.885032,8430.168963,2529.050689,,1.883609,1258.741612,4405.595641,,1.856996,1320.348381,6601.741904,,1.86291,1336.946789,9358.627526,,1.877695,1296.705723,11670.35151,,1.856996,1350.878801,17561.42442,,,,,,,,,,,,,,,,,,,,,,,,
1.83267,2846.012029,1992.20842,,1.902952,3068.472858,3682.16743,,1.899941,2450.920865,4044.019427,,1.899941,1939.710756,4461.334739,,1.899941,1492.693122,4925.887302,,1.899941,798.9159746,3994.579873,,,,,,1.905963,673.3786024,2693.51441,,1.902952,639.5916796,1598.979199,,1.899941,618.8833169,1856.649951,,1.899941,621.1334528,2173.967085,,1.899941,576.7192611,2306.877044,,1.838488,8902.507179,1780.501436,,1.902952,1162.637437,1743.956155,,1.893919,1197.035243,2394.070485,,1.893919,1116.485825,2791.214564,,1.899941,3551.611307,5327.41696,,1.893919,1213.122023,4245.927079,,1.867578,2849.058076,5128.304537,,,,,,,,,,,,,,,,,,,,,,1.835579,4894.219901,1957.68796,,1.865867,1261.512144,7569.072863,,1.859953,1247.662188,8733.635315,,1.859953,1268.86198,10785.32683,,1.859953,1290.805656,14198.86222,,1.859953,1307.650837,18307.11172,,1.838488,1751.619971,2627.429956,,1.871781,1159.129609,9273.036873,,1.871781,1187.928383,10691.35545,,1.859953,1229.315338,12293.15338,,1.865867,1214.482028,13359.3023,,1.865867,1217.216514,14606.59817,,1.887941,8388.920679,2516.676204,,1.886566,1284.293026,4495.025592,,1.859953,1301.290937,6506.454687,,1.865867,1312.65913,9188.613913,,1.880652,1317.624009,11858.61608,,1.859953,1354.249212,17605.23975,,,,,,,,,,,,,,,,,,,,,,,,
1.835579,2859.314341,2001.520038,,1.905963,3042.138218,3650.565861,,1.902952,2474.045269,4082.174695,,1.902952,1950.845255,4486.944085,,1.902952,1505.655665,4968.663695,,1.902952,825.0429944,4125.214972,,,,,,1.908974,662.9359844,2651.743938,,1.905963,610.4183591,1526.045898,,1.902952,630.5294854,1891.588456,,1.902952,625.767214,2190.185249,,1.902952,586.6276283,2346.510513,,1.841397,8539.949844,1707.989969,,1.905963,1170.058193,1755.087289,,1.89693,1199.856956,2399.713911,,1.89693,1097.777092,2744.44273,,1.902952,3533.127778,5299.691668,,1.89693,1195.796088,4185.286309,,1.870487,2844.835895,5120.70461,,,,,,,,,,,,,,,,,,,,,,1.838488,4950.080057,1980.032023,,1.868824,1258.893572,7553.361429,,1.86291,1287.755215,9014.286503,,1.86291,1285.958546,10930.64764,,1.86291,1311.696342,14428.65976,,1.86291,1318.138448,18453.93827,,1.841397,1756.478967,2634.718451,,1.874738,1145.649061,9165.192485,,1.874738,1177.431214,10596.88092,,1.86291,1194.823649,11948.23649,,1.868824,1212.03028,13332.33308,,1.868824,1232.882277,14794.58732,,1.89085,8401.342662,2520.402799,,1.889523,1265.679122,4429.876927,,1.86291,1305.041296,6525.206482,,1.868824,1304.705241,9132.93669,,1.883609,1308.046656,11772.4199,,1.86291,1347.430988,17516.60284,,,,,,,,,,,,,,,,,,,,,,,,
